x,y,L_track,R_track
-43.14526539,5.880401432,1.5,1.5
-42.4453465,5.869745673,1.5,1.5
-41.74877517,5.938943906,1.5,1.5
-41.05186334,6.004624115,1.5,1.5
-40.35314368,6.046942382,1.5,1.5
-39.65643455,6.114739095,1.5,1.5
-38.95775617,6.15773352,1.5,1.5
-38.26092954,6.224311671,1.5,1.5
-37.56317715,6.280361701,1.5,1.5
-36.86327017,6.268950431,1.5,1.5
-36.16470643,6.313768885,1.5,1.5
-35.46557946,6.278819235,1.5,1.5
-34.76704912,6.324155377,1.5,1.5
-34.06796859,6.360022116,1.5,1.5
-33.36801209,6.35221884,1.5,1.5
-32.66812377,6.364722502,1.5,1.5
-31.96967609,6.318130236,1.5,1.5
-31.26970508,6.324500244,1.5,1.5
-30.56971073,6.327314321,1.5,1.5
-29.86978149,6.317361367,1.5,1.5
-29.17038547,6.288288979,1.5,1.5
-28.47132917,6.251953216,1.5,1.5
-27.77205713,6.220037422,1.5,1.5
-27.07395758,6.168491139,1.5,1.5
-26.37638656,6.11022743,1.5,1.5
-25.67694587,6.082250144,1.5,1.5
-24.98146245,6.002859897,1.5,1.5
-24.2858988,5.924175616,1.5,1.5
-23.59378846,5.819374484,1.5,1.5
-22.90251253,5.709203763,1.5,1.5
-22.20251299,5.708403761,1.5,1.5
